13
15
19
23
23
16
11
9
7
7
7
7
7
7
8
8
8
9
9
9
9
8
8
8
7
6
6
5
4
4
6
4
4
4
4
4
4
7
7
8
10
12
13
16
20
22
26
27
25
26
28
30
30
28
26
22
15
12
10
9
8
9
8
